#NAME	CHROM	STRAND	TX_START	TX_END	EXON_START	EXON_END
OR4F5	1	+	69090	70008	69090,	70008,
FASTKD3	5	-	7859158	7869002	7859158,7861148,7861582,7862822,7865897,7866645,7868978,	7859539,7861263,7861652,7862997,7865983,7868196,7869002,
MTRR	5	+	7869188	7901124	7869188,7870769,7873372,7875257,7877943,7883154,7885700,7886614,7889094,7891371,7892726,7895733,7896863,7897064,7899913,	7869215,7870923,7873526,7875375,7878322,7883277,7885854,7886703,7889275,7891414,7892913,7895852,7896956,7897247,7901124,
SEMA5A	5	-	9035025	9546075	9035025,9044372,9050409,9051872,9054086,9062886,9066420,9108139,9118997,9122655,9136503,9154487,9190266,9197167,9201954,9224673,9226868,9237827,9318371,9337712,9379822,9437755,9545583,	9043016,9044584,9050457,9052028,9054257,9063105,9066646,9108287,9119141,9122837,9136621,9154695,9190471,9197303,9202240,9224887,9226967,9237890,9318417,9337812,9380023,9437852,9546075,
TAS2R1	5	-	9628996	9630355	9628996,	9630355,
FAM173B	5	-	10226732	10249886	10226732,10235210,10236477,10239066,10249857,	10227647,10235261,10236615,10239356,10249886,
CCT5	5	+	10249920	10266412	10249920,10254144,10254673,10255954,10258110,10258385,10260791,10261559,10262480,10263133,10264655,	10250445,10254205,10254838,10256153,10258303,10258535,10260911,10261745,10262618,10263314,10266412,
CMBL	5	-	10279276	10308026	10279276,10282196,10286353,10288421,10290547,10307624,	10280632,10282288,10286496,10288529,10290781,10308026,
MARCH6	5	+	10353766	10440388	10353766,10377797,10378758,10381799,10386993,10390331,10391541,10394081,10394752,10397292,10400783,10402058,10402383,10402532,10403406,10405557,10407101,10410138,10411332,10414432,10415487,10417269,10423734,10426389,10429892,10433593,	10353917,10377894,10378832,10381943,10387066,10390500,10391731,10394143,10394785,10397344,10400842,10402139,10402452,10402607,10403541,10405677,10407202,10410276,10411537,10414502,10415669,10417404,10423824,10426522,10430028,10440388,
ROPN1L	5	+	10441523	10465024	10441523,10442126,10448259,10449951,10461183,10464847,	10442003,10442298,10448383,10450113,10461359,10465024,
ANKRD33B	5	+	10564467	10657816	10564467,10618332,10638027,10649265,	10564833,10618462,10638168,10657816,
DAP	5	-	10679229	10761272	10679229,10683528,10748174,10761013,	10681169,10683571,10748271,10761272,
CTNND2	5	-	10971839	11904043	10971839,10981772,10988110,10992550,11017973,11022768,11082695,11098574,11110857,11117449,11159575,11199447,11236690,11346371,11364695,11384664,11397030,11411535,11412034,11564943,11732135,11903816,	10973713,10981846,10988242,10992677,11018058,11022979,11082846,11098748,11111043,11117567,11159759,11199661,11236823,11346627,11364890,11385229,11397203,11411652,11412069,11565056,11732272,11904043,
DNAH5	5	-	13690330	13944543	13690330,13700639,13701283,13708122,13714404,13716486,13717314,13718881,13720999,13727506,13729438,13735130,13735817,13737251,13751077,13752133,13753232,13754202,13758845,13762721,13765975,13768959,13769500,13770748,13776438,13777201,13780828,13786178,13788715,13791993,13793514,13793935,13807590,13809043,13810058,13811646,13814604,13817547,13820345,13823262,13824198,13829509,13830025,13830596,13839355,13840905,13841691,13844836,13850651,13859451,13862547,13864396,13865667,13866219,13867773,13870766,13871563,13876683,13882727,13882903,13884988,13885963,13890975,13894649,13900205,13901251,13902052,13911385,13913742,13914519,13916347,13917142,13919175,13920479,13922106,13923279,13928093,13931109,13944381,	13692135,13700871,13701436,13708335,13714620,13716690,13717520,13719101,13721245,13727656,13729560,13735321,13735932,13737495,13751260,13752289,13753549,13754338,13758983,13762901,13766179,13769136,13769615,13770980,13776706,13777355,13780959,13786351,13788914,13792217,13793728,13794058,13807725,13809186,13810260,13811823,13814846,13817694,13820499,13823370,13824333,13829704,13830213,13830775,13839528,13841130,13841904,13844993,13850815,13859605,13862747,13864637,13865906,13866282,13867992,13871002,13871765,13876817,13882815,13883094,13885228,13886129,13891121,13894821,13900412,13901573,13902138,13911493,13913958,13914642,13916455,13917256,13919352,13920617,13922328,13923440,13928178,13931244,13944543,
TRIO	5	+	14143701	14510204	14143701,14270824,14280321,14286870,14290715,14293011,14297071,14304460,14316512,14330777,14336535,14358177,14359356,14363731,14364649,14366859,14368707,14369373,14374228,14378011,14381129,14387437,14387731,14388612,14389288,14390230,14390900,14394037,14397042,14398879,14400962,14405847,14406572,14419777,14461018,14462754,14465544,14471317,14472591,14473993,14476893,14479260,14479918,14481233,14481540,14482581,14485068,14487463,14492566,14496878,14497846,14498088,14498518,14502578,14504392,14507121,14507879,	14143882,14270899,14280436,14287063,14291228,14293134,14297263,14304592,14316743,14330900,14336727,14358347,14359531,14363927,14364816,14366979,14368899,14369523,14374343,14378127,14381252,14387632,14387847,14388679,14389398,14390300,14390990,14394130,14397154,14399070,14401064,14405990,14406672,14420021,14461311,14462925,14465640,14471466,14472658,14474097,14476963,14479350,14480011,14481284,14481618,14482773,14485246,14488260,14492814,14497017,14497874,14498251,14498640,14502657,14504593,14507260,14510204,
FAM105A	5	+	14581774	14612720	14581774,14600964,14601212,14601350,14602182,14607329,14608747,14610140,	14581958,14601124,14601244,14601442,14602332,14607458,14609017,14612720,
OTULIN	5	+	14664747	14699711	14664747,14673641,14678680,14681463,14687520,14690038,14692853,	14664977,14673718,14678775,14681607,14687646,14690308,14699711,
ANKH	5	-	14704803	14871778	14704803,14712873,14713543,14716705,14741826,14745869,14749171,14751068,14755860,14758479,14768974,14871351,	14711310,14712973,14713667,14716835,14741922,14745962,14749306,14751239,14755944,14758598,14769191,14871778,
FBXL7	5	+	15500195	15939791	15500195,15615982,15927889,15936449,	15500713,15616072,15928501,15939791,
MARCH11	5	-	16067138	16179775	16067138,16090888,16177725,16179038,	16067793,16091081,16177881,16179775,
ZNF622	5	-	16451518	16465792	16451518,16453012,16458516,16463107,16463481,16465040,	16451784,16453156,16458629,16463270,16463742,16465792,
FAM134B	5	-	16473053	16617058	16473053,16477661,16478033,16478849,16481008,16483345,16565762,16571995,16616651,	16475234,16477788,16478098,16478987,16481093,16483472,16565793,16572102,16617058,
MYO10	5	-	16665285	16936263	16665285,16668276,16670525,16671421,16672688,16673681,16674852,16676030,16679946,16681308,16681870,16683879,16685737,16689823,16694370,16699449,16700962,16702542,16702924,16704578,16710907,16711120,16754827,16758117,16761463,16762044,16762544,16763480,16763654,16764249,16766079,16769073,16779544,16780523,16780727,16781704,16783334,16794645,16818008,16877608,16935787,	16666793,16668468,16670978,16671542,16672825,16673889,16675150,16676154,16680104,16681503,16682013,16683935,16685831,16689919,16694614,16699573,16701838,16702588,16703158,16704685,16711022,16711245,16754908,16758226,16761546,16762113,16762637,16763547,16763755,16764396,16766198,16769203,16779648,16780608,16780741,16781829,16783469,16794833,16818167,16877707,16936263,
BASP1	5	+	17216822	17276843	17216822,17275207,	17216897,17276843,
CDH18	5	-	19473031	19988230	19473031,19483300,19502991,19520656,19543868,19571578,19591056,19612433,19721346,19746941,19838758,19981059,19988085,	19473716,19483552,19503109,19520778,19544005,19571832,19591244,19612601,19721466,19747236,19839242,19981178,19988230,
CDH12	5	-	21750672	22853341	21750672,21755590,21760557,21764977,21783357,21802166,21816944,21842160,21854670,21975090,22078445,22212497,22505269,22853057,	21752236,21755842,21760675,21765099,21783494,21802420,21817132,21842328,21854790,21975385,22078862,22212643,22505364,22853341,
PRDM9	5	+	23507614	23528597	23507614,23508949,23509469,23509919,23517880,23521022,23522303,23522613,23523290,23524333,23526232,	23507712,23509102,23509593,23510027,23517930,23521179,23522405,23522885,23523358,23524527,23528597,
CDH10	5	-	24487099	24644978	24487099,24491575,24492816,24498397,24505111,24509565,24511326,24535111,24535702,24537379,24593259,24644593,	24488153,24491827,24492925,24498519,24505248,24509819,24511514,24535279,24535822,24537674,24593613,24644978,
CDH9	5	-	26880599	27038586	26880599,26885613,26885965,26889835,26890427,26902475,26903636,26905958,26906718,26915629,26988105,27038462,	26881623,26885865,26886083,26889957,26890564,26902729,26903824,26906126,26906838,26915924,26988382,27038586,
CDH6	5	+	31193749	31329146	31193749,31267345,31293961,31297288,31299463,31302110,31305173,31313317,31316207,31317374,31317672,31322817,	31193886,31267701,31294256,31297408,31299631,31302298,31305427,31313454,31316329,31317492,31317924,31329146,
DROSHA	5	-	31400496	31532061	31400496,31405676,31406852,31409055,31409249,31410745,31421271,31422786,31424426,31429474,31431575,31435764,31437238,31448546,31449280,31451532,31464235,31466181,31467938,31472062,31483553,31484880,31486490,31493206,31495285,31504554,31508620,31511034,31514987,31515453,31521122,31526078,31529039,31530797,31531989,	31401562,31405723,31406945,31409159,31409332,31410887,31421377,31422944,31424471,31429545,31431678,31435864,31437298,31448607,31449419,31451640,31464343,31466281,31468063,31472232,31483628,31484962,31486562,31493293,31495372,31504635,31508775,31511176,31515219,31515564,31521215,31526912,31529105,31530924,31532061,
C5orf22	5	+	31532265	31555058	31532265,31534271,31535743,31538259,31540948,31541280,31545645,31551292,31552772,	31532473,31534417,31535893,31538689,31541011,31541402,31545712,31551432,31555058,
PDZD2	5	+	31639409	32110931	31639409,31798888,31983154,31995575,32000138,32010329,32037230,32048538,32052610,32053768,32057654,32057877,32059238,32061001,32069568,32071383,32072160,32073831,32077461,32087130,32092906,32097278,32098363,32101104,32107968,	31639437,31799724,31983656,31995718,32000271,32010482,32037342,32048684,32052730,32053883,32057728,32058103,32059356,32061134,32069650,32071418,32072317,32074643,32077606,32091175,32093024,32097380,32098634,32101239,32110931,
GOLPH3	5	-	32124703	32174350	32124703,32135571,32143748,32173809,	32126636,32135686,32143880,32174350,
MTMR12	5	-	32227005	32313009	32227005,32233772,32234961,32239000,32242056,32243520,32248001,32248771,32255692,32263112,32268700,32270816,32271832,32273979,32276681,32312757,	32230347,32233934,32235129,32239173,32242127,32243599,32248126,32248878,32255768,32263242,32268794,32270947,32271905,32274122,32276742,32313009,
ZFR	5	-	32354349	32444761	32354349,32363947,32364163,32379114,32380074,32385507,32387548,32388468,32390274,32395158,32397218,32400006,32403105,32403905,32406773,32414968,32417647,32419820,32444228,32444621,	32355939,32364045,32364275,32379210,32380172,32385649,32387699,32388674,32390437,32395304,32397338,32400203,32403397,32404097,32407021,32415187,32417792,32420103,32444328,32444761,
SUB1	5	+	32531632	32601323	32531632,32588511,32591562,32598960,32601004,	32531916,32588584,32591685,32599069,32601323,
NPR3	5	+	32711722	32786421	32711722,32724697,32738863,32774707,32780721,32782892,32784798,32786233,	32712545,32724820,32739030,32774843,32780816,32783028,32784883,32786421,
TARS	5	+	33440695	33467933	33440695,33441045,33445323,33448540,33453288,33454944,33455586,33456001,33456148,33457256,33458565,33459694,33460901,33461157,33461666,33461905,33462098,33463752,33466870,33467559,	33440791,33441143,33445404,33448731,33453412,33455066,33455704,33456066,33456227,33457403,33458664,33459861,33461064,33461295,33461744,33462006,33462203,33463825,33466985,33467933,
ADAMTS12	5	-	33523534	33892192	33523534,33534832,33546058,33549206,33561026,33576053,33588598,33595933,33614237,33615827,33624230,33630779,33637576,33641809,33643377,33648821,33649553,33658183,33661915,33683017,33683858,33751403,33881118,33891729,	33527366,33534992,33546202,33549383,33561179,33577160,33588809,33596060,33614376,33616072,33624351,33630913,33637746,33641955,33643470,33648966,33649697,33658333,33662040,33683101,33684055,33751548,33881480,33892192,
RXFP3	5	+	33936385	33938237	33936385,	33938237,
SLC45A2	5	-	33944615	33984730	33944615,33947162,33951553,33954360,33963690,33982235,33984198,	33944872,33947374,33951677,33954504,33964016,33982412,33984730,
AMACR	5	-	33986177	34008108	33986177,33998640,34004573,34005755,34007772,	33989502,33998827,34004734,34005899,34008108,
C1QTNF3-AMACR	5	-	33987173	34124528	33987173,33998640,34005755,34020586,34023908,34028753,34033303,34035646,34124417,	33989502,33998827,34005899,34020742,34024008,34028883,34033458,34035758,34124528,
C1QTNF3	5	-	34019452	34043213	34019452,34023908,34028753,34033303,34035646,34043041,	34020742,34024008,34028883,34033458,34035758,34043213,
RAI14	5	+	34656236	34832627	34656236,34686871,34757467,34795938,34803711,34807799,34808583,34811011,34811766,34812179,34813573,34814582,34818796,34821731,34822955,34826329,34829731,34830687,	34656475,34686955,34757598,34796027,34803776,34807857,34808654,34811118,34811945,34812208,34813660,34814669,34818851,34821850,34824491,34826479,34829797,34832627,
TTC23L	5	+	34839163	34899456	34839163,34840664,34845486,34850184,34862897,34864436,34866891,34868904,34880180,34896769,34899389,	34839259,34840739,34845673,34850308,34863054,34864562,34867069,34869013,34880308,34896875,34899456,
RAD1	5	-	34905263	34916766	34905263,34909257,34911553,34913469,34914694,34915415,	34908948,34909356,34911812,34913578,34914961,34916766,
BRIX1	5	+	34915375	34925996	34915375,34918363,34919839,34922216,34922538,34922694,34923000,34923132,34924846,34925225,	34915897,34918475,34919883,34922287,34922588,34922768,34923051,34923234,34924975,34925996,
DNAJC21	5	+	34929592	34955200	34929592,34933814,34935709,34936143,34937325,34938857,34941095,34944866,34945760,34950169,34953925,34954552,	34929916,34933908,34935833,34936266,34937630,34939009,34941183,34945025,34945803,34950342,34954001,34955200,
AGXT2	5	-	34998100	35048093	34998100,35003762,35009999,35012953,35013986,35025762,35026409,35032731,35033459,35035221,35036941,35039323,35040574,35047804,	34998826,35003861,35010149,35013045,35014119,35025855,35026510,35032825,35033553,35035316,35037065,35039508,35040663,35048093,
